Marque;Modele;Annee_Debut;Annee_Fin;Cylindree;Moteur;Puissance;Categorie_Piece;Nom_Piece;Reference_Interne
Mitsubishi;Pajero Sport II;2008;2015;2.5L;2.5 DI-D;178 ch;Carrosserie;Pare-chocs avant;MIT-PAJ-BMP-F-2008
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Filtration;Filtre à huile;MIT-PAJ-OIL-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Filtration;Filtre à air;MIT-PAJ-AIR-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Filtration;Filtre à carburant;MIT-PAJ-FUEL-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Freinage;Plaquettes de frein avant;MIT-PAJ-BRK-F-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Freinage;Disques de frein avant;MIT-PAJ-DSC-F-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Freinage;Plaquettes de frein arrière;MIT-PAJ-BRK-R-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Suspension;Amortisseurs avant;MIT-PAJ-SHK-F-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Moteur;Kit de distribution;MIT-PAJ-BELT-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Moteur;Bougies;MIT-PAJ-SPK-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Eclairage;Phare avant droit;MIT-PAJ-LGT-FR-2015
Mitsubishi;Pajero Sport III;2015;2023;2.4L;2.4 DI-D;181 ch;Carrosserie;Pare-chocs avant;MIT-PAJ-BMP-F-2015
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Filtration;Filtre à huile;MIT-OUT-OIL-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Filtration;Filtre à air;MIT-OUT-AIR-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Filtration;Filtre à carburant;MIT-OUT-FUEL-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Freinage;Plaquettes de frein avant;MIT-OUT-BRK-F-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Freinage;Disques de frein avant;MIT-OUT-DSC-F-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Freinage;Plaquettes de frein arrière;MIT-OUT-BRK-R-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Suspension;Amortisseurs avant;MIT-OUT-SHK-F-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Moteur;Kit de distribution;MIT-OUT-BELT-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Moteur;Bougies;MIT-OUT-SPK-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Eclairage;Phare avant droit;MIT-OUT-LGT-FR-2012
Mitsubishi;Outlander III;2012;2020;2.2L;2.2 DI-D;150 ch;Carrosserie;Pare-chocs avant;MIT-OUT-BMP-F-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Filtration;Filtre à huile;MIT-OUT-OIL-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Filtration;Filtre à air;MIT-OUT-AIR-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Filtration;Filtre à carburant;MIT-OUT-FUEL-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Freinage;Plaquettes de frein avant;MIT-OUT-BRK-F-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Freinage;Disques de frein avant;MIT-OUT-DSC-F-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Freinage;Plaquettes de frein arrière;MIT-OUT-BRK-R-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Suspension;Amortisseurs avant;MIT-OUT-SHK-F-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Moteur;Kit de distribution;MIT-OUT-BELT-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Moteur;Bougies;MIT-OUT-SPK-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Eclairage;Phare avant droit;MIT-OUT-LGT-FR-2012
Mitsubishi;Outlander III;2012;2020;2.0L;2.0 MIVEC;150 ch;Carrosserie;Pare-chocs avant;MIT-OUT-BMP-F-2012
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Filtration;Filtre à huile;MIT-ASX-OIL-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Filtration;Filtre à air;MIT-ASX-AIR-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Filtration;Filtre à carburant;MIT-ASX-FUEL-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Freinage;Plaquettes de frein avant;MIT-ASX-BRK-F-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Freinage;Disques de frein avant;MIT-ASX-DSC-F-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Freinage;Plaquettes de frein arrière;MIT-ASX-BRK-R-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Suspension;Amortisseurs avant;MIT-ASX-SHK-F-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Moteur;Kit de distribution;MIT-ASX-BELT-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Moteur;Bougies;MIT-ASX-SPK-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Eclairage;Phare avant droit;MIT-ASX-LGT-FR-2010
Mitsubishi;ASX;2010;2021;1.8L;1.8 DI-D;150 ch;Carrosserie;Pare-chocs avant;MIT-ASX-BMP-F-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Filtration;Filtre à huile;MIT-ASX-OIL-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Filtration;Filtre à air;MIT-ASX-AIR-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Filtration;Filtre à carburant;MIT-ASX-FUEL-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Freinage;Plaquettes de frein avant;MIT-ASX-BRK-F-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Freinage;Disques de frein avant;MIT-ASX-DSC-F-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Freinage;Plaquettes de frein arrière;MIT-ASX-BRK-R-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Suspension;Amortisseurs avant;MIT-ASX-SHK-F-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Moteur;Kit de distribution;MIT-ASX-BELT-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Moteur;Bougies;MIT-ASX-SPK-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Eclairage;Phare avant droit;MIT-ASX-LGT-FR-2010
Mitsubishi;ASX;2010;2021;1.6L;1.6 MIVEC;117 ch;Carrosserie;Pare-chocs avant;MIT-ASX-BMP-F-2010
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Filtration;Filtre à huile;MIT-LAN-OIL-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Filtration;Filtre à air;MIT-LAN-AIR-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Filtration;Filtre à carburant;MIT-LAN-FUEL-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Freinage;Plaquettes de frein avant;MIT-LAN-BRK-F-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Freinage;Disques de frein avant;MIT-LAN-DSC-F-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Freinage;Plaquettes de frein arrière;MIT-LAN-BRK-R-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Suspension;Amortisseurs avant;MIT-LAN-SHK-F-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Moteur;Kit de distribution;MIT-LAN-BELT-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Moteur;Bougies;MIT-LAN-SPK-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Eclairage;Phare avant droit;MIT-LAN-LGT-FR-2007
Mitsubishi;Lancer EX;2007;2017;2.0L;2.0 MIVEC;150 ch;Carrosserie;Pare-chocs avant;MIT-LAN-BMP-F-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Filtration;Filtre à huile;MIT-LAN-OIL-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Filtration;Filtre à air;MIT-LAN-AIR-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Filtration;Filtre à carburant;MIT-LAN-FUEL-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Freinage;Plaquettes de frein avant;MIT-LAN-BRK-F-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Freinage;Disques de frein avant;MIT-LAN-DSC-F-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Freinage;Plaquettes de frein arrière;MIT-LAN-BRK-R-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Suspension;Amortisseurs avant;MIT-LAN-SHK-F-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Moteur;Kit de distribution;MIT-LAN-BELT-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Moteur;Bougies;MIT-LAN-SPK-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Eclairage;Phare avant droit;MIT-LAN-LGT-FR-2007
Mitsubishi;Lancer EX;2007;2017;1.6L;1.6 MIVEC;117 ch;Carrosserie;Pare-chocs avant;MIT-LAN-BMP-F-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Filtration;Filtre à huile;NIS-QAS-OIL-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Filtration;Filtre à air;NIS-QAS-AIR-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Filtration;Filtre à carburant;NIS-QAS-FUEL-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Freinage;Plaquettes de frein avant;NIS-QAS-BRK-F-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Freinage;Disques de frein avant;NIS-QAS-DSC-F-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Freinage;Plaquettes de frein arrière;NIS-QAS-BRK-R-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Suspension;Amortisseurs avant;NIS-QAS-SHK-F-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Moteur;Kit de distribution;NIS-QAS-BELT-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Moteur;Bougies;NIS-QAS-SPK-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Eclairage;Phare avant droit;NIS-QAS-LGT-FR-2007
Nissan;Qashqai I;2007;2013;1.5L;1.5 dCi;106 ch;Carrosserie;Pare-chocs avant;NIS-QAS-BMP-F-2007
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Filtration;Filtre à huile;NIS-QAS-OIL-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Filtration;Filtre à air;NIS-QAS-AIR-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Filtration;Filtre à carburant;NIS-QAS-FUEL-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Freinage;Plaquettes de frein avant;NIS-QAS-BRK-F-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Freinage;Disques de frein avant;NIS-QAS-DSC-F-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Freinage;Plaquettes de frein arrière;NIS-QAS-BRK-R-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Suspension;Amortisseurs avant;NIS-QAS-SHK-F-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Moteur;Kit de distribution;NIS-QAS-BELT-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Moteur;Bougies;NIS-QAS-SPK-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Eclairage;Phare avant droit;NIS-QAS-LGT-FR-2013
Nissan;Qashqai II;2013;2021;1.5L;1.5 dCi;110 ch;Carrosserie;Pare-chocs avant;NIS-QAS-BMP-F-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Filtration;Filtre à huile;NIS-QAS-OIL-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Filtration;Filtre à air;NIS-QAS-AIR-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Filtration;Filtre à carburant;NIS-QAS-FUEL-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Freinage;Plaquettes de frein avant;NIS-QAS-BRK-F-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Freinage;Disques de frein avant;NIS-QAS-DSC-F-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Freinage;Plaquettes de frein arrière;NIS-QAS-BRK-R-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Suspension;Amortisseurs avant;NIS-QAS-SHK-F-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Moteur;Kit de distribution;NIS-QAS-BELT-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Moteur;Bougies;NIS-QAS-SPK-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Eclairage;Phare avant droit;NIS-QAS-LGT-FR-2013
Nissan;Qashqai II;2013;2021;1.6L;1.6 dCi;130 ch;Carrosserie;Pare-chocs avant;NIS-QAS-BMP-F-2013
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Filtration;Filtre à huile;NIS-JUK-OIL-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Filtration;Filtre à air;NIS-JUK-AIR-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Filtration;Filtre à carburant;NIS-JUK-FUEL-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Freinage;Plaquettes de frein avant;NIS-JUK-BRK-F-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Freinage;Disques de frein avant;NIS-JUK-DSC-F-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Freinage;Plaquettes de frein arrière;NIS-JUK-BRK-R-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Suspension;Amortisseurs avant;NIS-JUK-SHK-F-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Moteur;Kit de distribution;NIS-JUK-BELT-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Moteur;Bougies;NIS-JUK-SPK-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Eclairage;Phare avant droit;NIS-JUK-LGT-FR-2010
Nissan;Juke;2010;2019;1.5L;1.5 dCi;110 ch;Carrosserie;Pare-chocs avant;NIS-JUK-BMP-F-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Filtration;Filtre à huile;NIS-JUK-OIL-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Filtration;Filtre à air;NIS-JUK-AIR-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Filtration;Filtre à carburant;NIS-JUK-FUEL-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Freinage;Plaquettes de frein avant;NIS-JUK-BRK-F-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Freinage;Disques de frein avant;NIS-JUK-DSC-F-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Freinage;Plaquettes de frein arrière;NIS-JUK-BRK-R-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Suspension;Amortisseurs avant;NIS-JUK-SHK-F-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Moteur;Kit de distribution;NIS-JUK-BELT-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Moteur;Bougies;NIS-JUK-SPK-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Eclairage;Phare avant droit;NIS-JUK-LGT-FR-2010
Nissan;Juke;2010;2019;1.6L;1.6 DIG-T;190 ch;Carrosserie;Pare-chocs avant;NIS-JUK-BMP-F-2010
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Filtration;Filtre à huile;NIS-NAV-OIL-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Filtration;Filtre à air;NIS-NAV-AIR-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Filtration;Filtre à carburant;NIS-NAV-FUEL-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Freinage;Plaquettes de frein avant;NIS-NAV-BRK-F-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Freinage;Disques de frein avant;NIS-NAV-DSC-F-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Freinage;Plaquettes de frein arrière;NIS-NAV-BRK-R-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Suspension;Amortisseurs avant;NIS-NAV-SHK-F-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Moteur;Kit de distribution;NIS-NAV-BELT-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Moteur;Bougies;NIS-NAV-SPK-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Eclairage;Phare avant droit;NIS-NAV-LGT-FR-2005
Nissan;Navara D40;2005;2015;2.5L;2.5 dCi;174 ch;Carrosserie;Pare-chocs avant;NIS-NAV-BMP-F-2005
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Filtration;Filtre à huile;NIS-NAV-OIL-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Filtration;Filtre à air;NIS-NAV-AIR-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Filtration;Filtre à carburant;NIS-NAV-FUEL-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Freinage;Plaquettes de frein avant;NIS-NAV-BRK-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Freinage;Disques de frein avant;NIS-NAV-DSC-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Freinage;Plaquettes de frein arrière;NIS-NAV-BRK-R-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Suspension;Amortisseurs avant;NIS-NAV-SHK-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Moteur;Kit de distribution;NIS-NAV-BELT-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Moteur;Bougies;NIS-NAV-SPK-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Eclairage;Phare avant droit;NIS-NAV-LGT-FR-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi;160 ch;Carrosserie;Pare-chocs avant;NIS-NAV-BMP-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Filtration;Filtre à huile;NIS-NAV-OIL-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Filtration;Filtre à air;NIS-NAV-AIR-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Filtration;Filtre à carburant;NIS-NAV-FUEL-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Freinage;Plaquettes de frein avant;NIS-NAV-BRK-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Freinage;Disques de frein avant;NIS-NAV-DSC-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Freinage;Plaquettes de frein arrière;NIS-NAV-BRK-R-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Suspension;Amortisseurs avant;NIS-NAV-SHK-F-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Moteur;Kit de distribution;NIS-NAV-BELT-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Moteur;Bougies;NIS-NAV-SPK-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Eclairage;Phare avant droit;NIS-NAV-LGT-FR-2015
Nissan;Navara NP300;2015;2023;2.3L;2.3 dCi Twin-Turbo;190 ch;Carrosserie;Pare-chocs avant;NIS-NAV-BMP-F-2015
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Filtration;Filtre à huile;NIS-PAT-OIL-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Filtration;Filtre à air;NIS-PAT-AIR-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Filtration;Filtre à carburant;NIS-PAT-FUEL-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Freinage;Plaquettes de frein avant;NIS-PAT-BRK-F-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Freinage;Disques de frein avant;NIS-PAT-DSC-F-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Freinage;Plaquettes de frein arrière;NIS-PAT-BRK-R-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Suspension;Amortisseurs avant;NIS-PAT-SHK-F-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Moteur;Kit de distribution;NIS-PAT-BELT-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Moteur;Bougies;NIS-PAT-SPK-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Eclairage;Phare avant droit;NIS-PAT-LGT-FR-1997
Nissan;Patrol Y61;1997;2010;3.0L;3.0 Di;160 ch;Carrosserie;Pare-chocs avant;NIS-PAT-BMP-F-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Filtration;Filtre à huile;NIS-PAT-OIL-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Filtration;Filtre à air;NIS-PAT-AIR-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Filtration;Filtre à carburant;NIS-PAT-FUEL-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Freinage;Plaquettes de frein avant;NIS-PAT-BRK-F-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Freinage;Disques de frein avant;NIS-PAT-DSC-F-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Freinage;Plaquettes de frein arrière;NIS-PAT-BRK-R-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Suspension;Amortisseurs avant;NIS-PAT-SHK-F-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Moteur;Kit de distribution;NIS-PAT-BELT-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Moteur;Bougies;NIS-PAT-SPK-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Eclairage;Phare avant droit;NIS-PAT-LGT-FR-1997
Nissan;Patrol Y61;1997;2010;4.2L;4.2 TD;145 ch;Carrosserie;Pare-chocs avant;NIS-PAT-BMP-F-1997
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Filtration;Filtre à huile;NIS-PAT-OIL-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Filtration;Filtre à air;NIS-PAT-AIR-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Filtration;Filtre à carburant;NIS-PAT-FUEL-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Freinage;Plaquettes de frein avant;NIS-PAT-BRK-F-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Freinage;Disques de frein avant;NIS-PAT-DSC-F-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Freinage;Plaquettes de frein arrière;NIS-PAT-BRK-R-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Suspension;Amortisseurs avant;NIS-PAT-SHK-F-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Moteur;Kit de distribution;NIS-PAT-BELT-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Moteur;Bougies;NIS-PAT-SPK-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Eclairage;Phare avant droit;NIS-PAT-LGT-FR-2010
Nissan;Patrol Y62;2010;2023;5.6L;5.6 V8;400 ch;Carrosserie;Pare-chocs avant;NIS-PAT-BMP-F-2010
Nissan;X-Trail T31;2007;2013;2.0L;2.0 dCi;150 ch;Filtration;Filtre à huile;NIS-X-T-OIL-2007
Nissan;X-Trail T31;2007;2013;2.0L;2.0 dCi;150 ch;Filtration;Filtre à air;NIS-X-T-AIR-2007
Nissan;X-Trail T31;2007;2013;2.0L;2.0 dCi;150 ch;Filtration;Filtre à carburant;NIS-X-T-FUEL-2007
Nissan;X-Trail T31;2007;2013;2.0L;2.0 dCi;150 ch;Freinage;Plaquettes de frein avant;NIS-X-T-BRK-F-2007
Nissan;X-Trail T31;2007;2013;2.0L;2.0 dCi;150 ch;Freinage;Disques de frein avant;NIS-X-T-DSC-F-2007
